"subject","version","assignmentId","trial","trial_type","word","value","alt","value2","choice","rt","resp","resp2","resp3","resp4","stamp","id"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","17",NULL,"OCTOBER","1","MARCH","5","1","5139","1",,,,"2018-07-24 15:41:43","497734"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","37",NULL,"OCTOBER","10","DECEMBER","7","0","1165","1",,,,"2018-07-24 15:41:43","497735"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","17",NULL,"NOVEMBER","9","MARCH","3","0","1996","1",,,,"2018-07-24 15:41:45","497736"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","18",NULL,"JANUARY","12","OCTOBER","11","0","1621","1",,,,"2018-07-24 15:41:46","497737"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","39",NULL,"NOVEMBER","6","SEPTEMBER","3","1","3211","0",,,,"2018-07-24 15:41:47","497738"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","35",NULL,"MARCH","8","NOVEMBER","4","1","964","0",,,,"2018-07-24 15:41:47","497739"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","32",NULL,"SEPTEMBER","12","AUGUST","8","0","1546","1",,,,"2018-07-24 15:41:48","497740"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","2",NULL,"MARCH","9","APRIL","10","1","1675","1",,,,"2018-07-24 15:41:48","497741"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","38",NULL,"NOVEMBER","6","JUNE","8","1","1405","1",,,,"2018-07-24 15:41:49","497742"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","18",NULL,"FEBRUARY","2","APRIL","8","1","2055","1",,,,"2018-07-24 15:41:49","497743"
"AFMAV43Q6NQPG","cs_wg_full_v4_conf_pilot2","3WSELTNVR334EL4MCE4KST4GU3ITA4","11",NULL,"JULY","10","APRIL","3","1","8666","0",,,,"2018-07-24 15:41:51","497744"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","36",NULL,"APRIL","3","JANUARY","7","1","4078","1",,,,"2018-07-24 15:41:51","497745"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","29",NULL,"JUNE","5","APRIL","6","0","3585","0",,,,"2018-07-24 15:41:51","497746"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","39",NULL,"JUNE","8","FEBRUARY","9","0","623","0",,,,"2018-07-24 15:41:54","497747"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","40",NULL,"JANUARY","8","OCTOBER","5","1","2976","0",,,,"2018-07-24 15:41:54","497748"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","3",NULL,"JULY","1","NOVEMBER","7","1","1573","1",,,,"2018-07-24 15:41:56","497749"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","36",NULL,"SEPTEMBER","3","MARCH","8","0","3288","0",,,,"2018-07-24 15:41:56","497750"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","18",NULL,"AUGUST","7","MAY","6","1","2307","0",,,,"2018-07-24 15:41:57","497751"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","19",NULL,"JULY","7","OCTOBER","1","0","3420","1",,,,"2018-07-24 15:41:57","497752"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","19",NULL,"APRIL","1","FEBRUARY","6","1","5583","1",,,,"2018-07-24 15:41:57","497753"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","33",NULL,"MAY","10","NOVEMBER","9","1","2958","0",,,,"2018-07-24 15:41:58","497754"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","37",NULL,"MARCH","10","FEBRUARY","6","0","2155","1",,,,"2018-07-24 15:41:58","497755"
"AFMAV43Q6NQPG","cs_wg_full_v4_conf_pilot2","3WSELTNVR334EL4MCE4KST4GU3ITA4","12",NULL,"AUGUST","2","OCTOBER","4","0","2132","0",,,,"2018-07-24 15:41:59","497756"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","30",NULL,"SEPTEMBER","9","DECEMBER","8","1","2703","0",,,,"2018-07-24 15:41:59","497757"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","25",NULL,"NOVEMBER","9","JUNE","3","0","16593","1",,,,"2018-07-24 15:42:00","497758"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","40",NULL,"OCTOBER","10","SEPTEMBER","5","0","1219","1",,,,"2018-07-24 15:42:01","497759"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","41",NULL,"JANUARY","8","JULY","9","0","2357","0",,,,"2018-07-24 15:42:02","497760"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","11",NULL,"MAY","1","FEBRUARY","6","1","11450","1",,,,"2018-07-24 15:42:03","497761"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","20",NULL,"APRIL","8","FEBRUARY","2","0","1318","1",,,,"2018-07-24 15:42:03","497762"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","38",NULL,"JULY","5","SEPTEMBER","1","0","1256","1",,,,"2018-07-24 15:42:04","497763"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","20",NULL,"OCTOBER","11","JUNE","5","0","2070","1",,,,"2018-07-24 15:42:05","497764"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","37",NULL,"DECEMBER","5","FEBRUARY","9","1","1799","1",,,,"2018-07-24 15:42:05","497765"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","41",NULL,"JULY","12","JUNE","8","0","648","1",,,,"2018-07-24 15:42:06","497766"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","19",NULL,"JANUARY","5","OCTOBER","8","1","2897","1",,,,"2018-07-24 15:42:07","497767"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","4",NULL,"AUGUST","6","APRIL","10","0","3596","1",,,,"2018-07-24 15:42:07","497768"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","34",NULL,"MARCH","2","JULY","1","1","2075","0",,,,"2018-07-24 15:42:07","497769"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","31",NULL,"SEPTEMBER","9","NOVEMBER","7","1","3094","0",,,,"2018-07-24 15:42:08","497770"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","42",NULL,"JANUARY","8","FEBRUARY","1","0","1593","1",,,,"2018-07-24 15:42:08","497771"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","26",NULL,"AUGUST","6","JUNE","3","1","2612","0",,,,"2018-07-24 15:42:09","497772"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","39",NULL,"JUNE","11","FEBRUARY","6","0","2009","1",,,,"2018-07-24 15:42:10","497773"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","38",NULL,"FEBRUARY","9","MARCH","8","0","1211","1",,,,"2018-07-24 15:42:10","497774"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","42",NULL,"FEBRUARY","9","JANUARY","4","0","1094","1",,,,"2018-07-24 15:42:11","497775"
"AFMAV43Q6NQPG","cs_wg_full_v4_conf_pilot2","3WSELTNVR334EL4MCE4KST4GU3ITA4","13",NULL,"APRIL","3","JUNE","9","0","3327","0",,,,"2018-07-24 15:42:11","497776"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","12",NULL,"DECEMBER","10","JANUARY","4","0","2465","1",,,,"2018-07-24 15:42:12","497777"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","21",NULL,"OCTOBER","11","NOVEMBER","9","0","2831","1",,,,"2018-07-24 15:42:13","497778"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","35",NULL,"OCTOBER","4","APRIL","5","0","1309","0",,,,"2018-07-24 15:42:13","497779"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","21",NULL,"DECEMBER","11","JULY","7","0","3984","1",,,,"2018-07-24 15:42:13","497780"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","43",NULL,"JUNE","11","FEBRUARY","1","0","2390","1",,,,"2018-07-24 15:42:14","497781"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","27",NULL,"APRIL","2","JULY","4","1","2024","1",,,,"2018-07-24 15:42:15","497782"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","40",NULL,"SEPTEMBER","1","DECEMBER","2","1","1165","1",,,,"2018-07-24 15:42:15","497783"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","20",NULL,"FEBRUARY","12","NOVEMBER","9","1","2569","0",,,,"2018-07-24 15:42:16","497784"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","43",NULL,"FEBRUARY","9","DECEMBER","7","0","1171","1",,,,"2018-07-24 15:42:16","497785"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","5",NULL,"OCTOBER","11","FEBRUARY","8","1","2287","1",,,,"2018-07-24 15:42:17","497786"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","32",NULL,"APRIL","6","JUNE","5","1","3136","0",,,,"2018-07-24 15:42:17","497787"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","39",NULL,"AUGUST","6","JANUARY","12","1","687","1",,,,"2018-07-24 15:42:17","497788"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","13",NULL,"DECEMBER","10","SEPTEMBER","9","0","1912","1",,,,"2018-07-24 15:42:19","497789"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","36",NULL,"APRIL","5","OCTOBER","4","1","1979","0",,,,"2018-07-24 15:42:20","497790"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","44",NULL,"FEBRUARY","1","MARCH","12","1","1957","1",,,,"2018-07-24 15:42:21","497791"
"A1HRUOWTIK5HYY","cs_wg_full_v4_conf_pilot2","3OSWBBLG1EY9T9GI1YWJ7XXSS21XDR","0",NULL,"NOVEMBER","3","DECEMBER","5","1","12931","1",,,,"2018-07-24 15:42:21","497792"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","22",NULL,"MARCH","5","APRIL","8","1","1188","1",,,,"2018-07-24 15:42:21","497793"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","22",NULL,"JUNE","5","APRIL","1","0","3773","1",,,,"2018-07-24 15:42:21","497794"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","41",NULL,"MARCH","10","AUGUST","8","0","1800","1",,,,"2018-07-24 15:42:22","497795"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","44",NULL,"JUNE","8","SEPTEMBER","5","0","1114","1",,,,"2018-07-24 15:42:22","497796"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","40",NULL,"OCTOBER","2","JULY","7","0","997","0",,,,"2018-07-24 15:42:22","497797"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","28",NULL,"MARCH","1","MAY","11","1","2207","1",,,,"2018-07-24 15:42:23","497798"
"AFMAV43Q6NQPG","cs_wg_full_v4_conf_pilot2","3WSELTNVR334EL4MCE4KST4GU3ITA4","14",NULL,"AUGUST","2","MARCH","6","1","2382","0",,,,"2018-07-24 15:42:23","497799"
"A1OJHCH57D3JW1","cs_wg_full_v4_conf_pilot2","3X4MXAO0BGPO5JUX9UVHA30PY1MWR3","0",NULL,"MARCH","11","OCTOBER","10","1","8536","1",,,,"2018-07-24 15:42:25","497800"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","21",NULL,"MARCH","3","JULY","11","1","1888","1",,,,"2018-07-24 15:42:26","497801"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","33",NULL,"AUGUST","4","APRIL","6","1","3742","1",,,,"2018-07-24 15:42:26","497802"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","14",NULL,"OCTOBER","12","MARCH","3","0","2309","1",,,,"2018-07-24 15:42:26","497803"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","45",NULL,"APRIL","11","NOVEMBER","6","0","650","1",,,,"2018-07-24 15:42:27","497804"
"A3CLH8841QVGI4","cs_wg_full_v4_conf_pilot2","3PS7W85Z8Z3Q92UHK8QKWYTWOL0T9P","0",NULL,"JUNE","4","JANUARY","3","1","7782","1",,,,"2018-07-24 15:42:27","497805"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","45",NULL,"FEBRUARY","1","NOVEMBER","6","1","2204","1",,,,"2018-07-24 15:42:28","497806"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","6",NULL,"DECEMBER","5","OCTOBER","11","1","2923","1",,,,"2018-07-24 15:42:28","497807"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","23",NULL,"JUNE","4","JULY","7","1","3041","1",,,,"2018-07-24 15:42:28","497808"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","42",NULL,"JUNE","11","JANUARY","7","1","2504","0",,,,"2018-07-24 15:42:29","497809"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","29",NULL,"MAY","11","MARCH","1","0","873","1",,,,"2018-07-24 15:42:29","497810"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","41",NULL,"SEPTEMBER","3","FEBRUARY","9","1","1136","1",,,,"2018-07-24 15:42:30","497811"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","23",NULL,"JUNE","5","MARCH","8","1","2884","1",,,,"2018-07-24 15:42:30","497812"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","37",NULL,"FEBRUARY","3","OCTOBER","4","0","2900","0",,,,"2018-07-24 15:42:32","497813"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","46",NULL,"JULY","12","MAY","3","0","847","1",,,,"2018-07-24 15:42:32","497814"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","46",NULL,"MARCH","12","JANUARY","8","0","1208","1",,,,"2018-07-24 15:42:33","497815"
"A1HRUOWTIK5HYY","cs_wg_full_v4_conf_pilot2","3OSWBBLG1EY9T9GI1YWJ7XXSS21XDR","1",NULL,"NOVEMBER","3","JANUARY","11","1","3808","0",,,,"2018-07-24 15:42:34","497816"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","15",NULL,"AUGUST","8","APRIL","11","0","1441","0",,,,"2018-07-24 15:42:34","497817"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","34",NULL,"OCTOBER","10","FEBRUARY","2","0","3886","1",,,,"2018-07-24 15:42:35","497818"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","42",NULL,"JUNE","1","OCTOBER","2","0","421","0",,,,"2018-07-24 15:42:35","497819"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","43",NULL,"DECEMBER","2","OCTOBER","4","1","2380","1",,,,"2018-07-24 15:42:36","497820"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","22",NULL,"MAY","6","DECEMBER","1","1","2655","0",,,,"2018-07-24 15:42:36","497821"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","24",NULL,"DECEMBER","11","APRIL","8","0","3097","1",,,,"2018-07-24 15:42:36","497822"
"A21W6704ES6YYZ","cs_wg_full_v4_conf_pilot2","3QFUFYSY9YGFTR648TP4YM3FBKHF4A","0",NULL,"DECEMBER","11","JANUARY","10","0","4774","1",,,,"2018-07-24 15:42:36","497823"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","7",NULL,"FEBRUARY","8","JUNE","4","0","1622","1",,,,"2018-07-24 15:42:37","497824"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","24",NULL,"JANUARY","12","APRIL","1","0","2932","1",,,,"2018-07-24 15:42:38","497825"
"AFMAV43Q6NQPG","cs_wg_full_v4_conf_pilot2","3WSELTNVR334EL4MCE4KST4GU3ITA4","15",NULL,"APRIL","3","MAY","8","1","5470","0",,,,"2018-07-24 15:42:39","497826"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","47",NULL,"SEPTEMBER","3","NOVEMBER","6","1","1941","1",,,,"2018-07-24 15:42:40","497827"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","43",NULL,"APRIL","10","OCTOBER","2","0","1279","1",,,,"2018-07-24 15:42:41","497828"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","38",NULL,"OCTOBER","4","JANUARY","11","1","4122","1",,,,"2018-07-24 15:42:41","497829"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","30",NULL,"OCTOBER","5","FEBRUARY","10","0","3405","0",,,,"2018-07-24 15:42:42","497830"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","16",NULL,"JULY","2","SEPTEMBER","9","1","3552","1",,,,"2018-07-24 15:42:43","497831"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","25",NULL,"OCTOBER","1","JUNE","4","1","3627","1",,,,"2018-07-24 15:42:44","497832"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","47",NULL,"JUNE","8","MAY","3","0","7202","1",,,,"2018-07-24 15:42:44","497833"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","35",NULL,"JULY","12","JANUARY","11","0","2472","1",,,,"2018-07-24 15:42:45","497834"
"A3E17U6SI0WJWH","cs_wg_full_v4_conf_pilot2","338JKRMM260E9CDRCKNVEA1SJ9NHAI","8",NULL,"MAY","12","AUGUST","6","1","1740","1",,,,"2018-07-24 15:42:45","497835"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","23",NULL,"SEPTEMBER","10","JUNE","4","0","1825","1",,,,"2018-07-24 15:42:45","497836"
"A21W6704ES6YYZ","cs_wg_full_v4_conf_pilot2","3QFUFYSY9YGFTR648TP4YM3FBKHF4A","1",NULL,"MARCH","6","JULY","3","1","2103","0",,,,"2018-07-24 15:42:46","497837"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","25",NULL,"MARCH","8","DECEMBER","4","1","3652","0",,,,"2018-07-24 15:42:46","497838"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","44",NULL,"OCTOBER","4","MARCH","10","1","5723","1",,,,"2018-07-24 15:42:46","497839"
"AFMAV43Q6NQPG","cs_wg_full_v4_conf_pilot2","3WSELTNVR334EL4MCE4KST4GU3ITA4","16",NULL,"JUNE","9","OCTOBER","4","1","1951","0",,,,"2018-07-24 15:42:46","497840"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","48",NULL,"APRIL","4","JANUARY","8","0","2512","0",,,,"2018-07-24 15:42:47","497841"
"A1R4IO6YBLJTWJ","cs_wg_full_v4_conf_pilot2","3HQUKB7LNFFTJZL5IQXNVWOWW4CHHS","0",NULL,"NOVEMBER","12","APRIL","7","0","10775","1",,,,"2018-07-24 15:42:47","497842"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","44",NULL,"MAY","11","JANUARY","12","1","595","1",,,,"2018-07-24 15:42:47","497843"
"A1BSL1VC7PQR04","cs_wg_full_v4_conf_pilot2","3C44YUNSI1Q4K0ERF7M2DKBPQ3SPDV","39",NULL,"APRIL","5","AUGUST","8","1","1687","1",,,,"2018-07-24 15:42:48","497844"
"A2W5RJFHZRE8IS","cs_wg_full_v4_conf_pilot2","382M9COHEHGM4B0NSOWGT8G9YWLUEP","48",NULL,"APRIL","11","AUGUST","2","0","701","1",,,,"2018-07-24 15:42:49","497845"
"A28MDXDNK6QHMS","cs_wg_full_v4_conf_pilot2","3EWIJTFFVO86OPO7UHIW41S2I7I0ET","31",NULL,"JANUARY","8","JUNE","3","0","2878","1",,,,"2018-07-24 15:42:51","497846"
"A2T11H7YI7QPGD","cs_wg_full_v4_conf_pilot2","3V5Q80FXIXSAA1BOKK5E4YHKOGC23O","26",NULL,"DECEMBER","11","FEBRUARY","2","0","3032","1",,,,"2018-07-24 15:42:51","497847"
"A2SNM3YVWIDKLM","cs_wg_full_v4_conf_pilot2","3II4UPYCOJ8PKCF6FK1RDP1ZVZEDQA","36",NULL,"JANUARY","11","APRIL","6","0","1680","1",,,,"2018-07-24 15:42:51","497848"
"A3SJA2R2M8OHYL","cs_wg_full_v4_conf_pilot2","3OVHNO1VE62YY4GX2GK44ID302ZDZ4","17",NULL,"SEPTEMBER","9","JANUARY","4","0","2022","1",,,,"2018-07-24 15:42:51","497849"
"A3HKMZ9ML9EPUY","cs_wg_full_v4_conf_pilot2","3WR9XG3T63C2EYRYQARSAUQYDWU74U","45",NULL,"MARCH","10","OCTOBER","4","0","1054","1",,,,"2018-07-24 15:42:51","497850"
"A2JFNQK7HIFFC9","cs_wg_full_v4_conf_pilot2","3JRJSWSMQHM25HN4D40F6ZQ9LJ1E31","26",NULL,"MARCH","8","FEBRUARY","6","0","1843","1",,,,"2018-07-24 15:42:53","497851"
"A1TD4CM1NKIQ65","cs_wg_full_v4_conf_pilot2","3URFVVM165JKF6RJOBATEIHRM2UUZV","24",NULL,"APRIL","2","AUGUST","7","1","2014","1",,,,"2018-07-24 15:42:54","497852"
"A3TLI95L5GOBKG","cs_wg_full_v4_conf_pilot2","3HVVDCPGTET5A32PSKI0VFMNXUJYTH","45",NULL,"FEBRUARY","9","JULY","7","0","1494","1",,,,"2018-07-24 15:42:54","497853"
"AVUTKN1N2TIF4","cs_wg_full_v4_conf_pilot2","3Q5C1WP23M26ZVGWFZTTEC5ZA6P510","49",NULL,"NOVEMBER","6","MAY","10","1","2474","1",,,,"2018-07-24 15:42:54","497854"
