"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","early1","early2","stamp","id"
"A33DSCVAUOWIQY","cs_wg_v7_pilot9","33JKGHPFYCV7L98RCL8DSLTNJ4DNMV","0","Memory","2",,"2","10","0","176259","[""POPCORN"",""RABIES"",""GOLDEN"",""WEAPON"",""LIPSTICK"",""MAILMAN"",""FILMMAKER"",""DOGSLED"",""UNHAPPY"",""I can't remember"",""I can't remember"",""I can't remember""]",,"180","0","0","2018-05-25 16:41:14","17297"
"A1ROKI5TP0V6OW","cs_wg_v7_pilot9","33TIN5LC04BMQOTBUEDJ4FLANQLY9A","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","28056","popcorn","l, a, i, g, p, e, l, b, o, p, h, f","180","0","0","2018-05-25 16:42:50","17298"
"A1ROKI5TP0V6OW","cs_wg_v7_pilot9","33TIN5LC04BMQOTBUEDJ4FLANQLY9A","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","19702","stereotype",,"20","0","0","2018-05-25 16:43:56","17299"
"A36MOV8E6SYHCR","cs_wg_v7_pilot9","3LQ8PUHQFLTTFUWPO8F8V8PAGKRIHA","0","Memory","2",,"2","30","1","14616","[""rabies"",""mailman"",""weapon"",""lipstick"",""smoker"",""filmmaker"",""golden"",""unhappy"",""popcorn"",""dogsled"",""inferno"",""stereotype""]",,"180","1","1","2018-05-25 16:44:13","17300"
"A82RLSJJXBKE8","cs_wg_v7_pilot9","3OLF68YTN92UVGMLHUZVBPPENXWFAS","0","Alphabet position of third letter.","0","[18,20,26,11,25,15,21,22,12,19,11,15]","0","25","1","61584","weapon",,"180","1","1","2018-05-25 16:46:00","17301"
"A3HIO96PK1JA03","cs_wg_v7_pilot9","3LWJHTCVCCNMIWT26QWH1P4JREOFQ3","0","Alphabet position of third letter.","0","[18,20,26,11,25,15,21,22,12,19,11,15]","0","10","0","8720","INFERNO",,"180","1","0","2018-05-25 16:46:08","17302"
"A3HIO96PK1JA03","cs_wg_v7_pilot9","3LWJHTCVCCNMIWT26QWH1P4JREOFQ3","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","4610","INFENT",,"20","1","0","2018-05-25 16:46:43","17303"
"A82RLSJJXBKE8","cs_wg_v7_pilot9","3OLF68YTN92UVGMLHUZVBPPENXWFAS","0","Alphabet position of third-to-last letter.","1","[14,15,11,18,18,16,9,2,16,11,12,23]","1","26","1","16704","lipstick","lipstick","20","1","1","2018-05-25 16:46:55","17304"
"A2YM550H2AL6JO","cs_wg_v7_pilot9","39ASUFLU6X8ELFUIXT73DFFCCGZEXK","0","Alphabet position of third letter.","0","[18,20,26,11,25,15,21,22,12,19,11,15]","0","25","1","25599","weapon",,"180","1","0","2018-05-25 16:47:01","17305"
"A1ROKI5TP0V6OW","cs_wg_v7_pilot9","33TIN5LC04BMQOTBUEDJ4FLANQLY9A","0","Memory","2",,"2","30","1","14970","[""golden"",""stereotype"",""filmmaker"",""popcorn"",""lipstick"",""smoker"",""unhappy"",""inferno"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember""]",,"180","0","0","2018-05-25 16:47:14","17306"
"A2FSRTLWWII5EN","cs_wg_v7_pilot9","3VBEN272MK049C4A9ER4EAJWAH9SG4","0","Alphabet position of third letter.","0","[18,20,26,11,25,15,21,22,12,19,11,15]","0","25","1","106827","WEAPON",,"180","1","0","2018-05-25 16:47:43","17307"
"A9J2LNWLQ4NZU","cs_wg_v7_pilot9","3VHP9MDGRNLIOVJJ18VMHKF2NZNCFV","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","36249","POPCORN",,"180","0","0","2018-05-25 16:48:13","17308"
"A2FSRTLWWII5EN","cs_wg_v7_pilot9","3VBEN272MK049C4A9ER4EAJWAH9SG4","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","14495","stereotype",,"20","1","0","2018-05-25 16:48:33","17309"
"A2YM550H2AL6JO","cs_wg_v7_pilot9","39ASUFLU6X8ELFUIXT73DFFCCGZEXK","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","20157","inferno",,"20","1","0","2018-05-25 16:49:04","17310"
"A9J2LNWLQ4NZU","cs_wg_v7_pilot9","3VHP9MDGRNLIOVJJ18VMHKF2NZNCFV","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","30884","stereotype",,"20","0","0","2018-05-25 16:49:15","17311"
"A3HIO96PK1JA03","cs_wg_v7_pilot9","3LWJHTCVCCNMIWT26QWH1P4JREOFQ3","0","Memory","2",,"2","1","0","3866","[""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember""]",,"180","1","0","2018-05-25 16:49:51","17312"
"A82RLSJJXBKE8","cs_wg_v7_pilot9","3OLF68YTN92UVGMLHUZVBPPENXWFAS","0","Memory","2",,"2","30","1","12936","[""weapon"",""lipstick"","""","""","""","""","""","""","""","""","""",""""]",,"180","1","1","2018-05-25 16:50:13","17313"
"A3OV174HQJIJK8","cs_wg_v7_pilot9","3GDTJDAPVUCMI2LN6JJUAO3SUBJM8F","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","71024","LIPSTICK",,"180","0","1","2018-05-25 16:50:17","17314"
"A3265CXS8SYYUR","cs_wg_v7_pilot9","3L4PIM1GQTHSUOPXOVD5V0L4TBGRYD","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","5527","POPCORN",,"180","0","0","2018-05-25 16:50:43","17315"
"AEFQ5OD4P80M0","cs_wg_v7_pilot9","3II4UPYCOJ8PKCF6FK1RDP1YF26QD3","0","Alphabet position of third letter.","0","[18,20,26,11,25,15,21,22,12,19,11,15]","0","25","1","212042","weapon",,"180","1","0","2018-05-25 16:50:53","17316"
"A3OV174HQJIJK8","cs_wg_v7_pilot9","3GDTJDAPVUCMI2LN6JJUAO3SUBJM8F","0","Alphabet position of third-to-last letter.","1","[14,15,11,18,18,16,9,2,16,11,12,23]","1","26","1","29238","golden",,"20","0","1","2018-05-25 16:51:34","17317"
"A2FSRTLWWII5EN","cs_wg_v7_pilot9","3VBEN272MK049C4A9ER4EAJWAH9SG4","0","Memory","2",,"2","30","1","27242","[""inferno"",""lipstick"",""mailman"",""filmmaker"",""dogsled"",""weapon"",""rabies"",""smoker"",""golden"",""unhappy"",""popcorn"",""stereotype""]",,"180","1","0","2018-05-25 16:52:03","17318"
"AEFQ5OD4P80M0","cs_wg_v7_pilot9","3II4UPYCOJ8PKCF6FK1RDP1YF26QD3","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","19696",,,"20","1","0","2018-05-25 16:52:06","17319"
"A9J2LNWLQ4NZU","cs_wg_v7_pilot9","3VHP9MDGRNLIOVJJ18VMHKF2NZNCFV","0","Memory","2",,"2","30","1","10130","[""stereotype"",""unhappy"",""golden "",""dogsled"",""popcorn"",""inferno"",""lipstick"",""mailman"",""filmmaker"",""smoker"",""rabies"",""weapon""]",,"180","0","0","2018-05-25 16:52:28","17320"
"A3OV174HQJIJK8","cs_wg_v7_pilot9","3GDTJDAPVUCMI2LN6JJUAO3SUBJM8F","0","Memory","2",,"2","30","1","30287","[""filmmaker"",""weapon"",""golden"",""rabies"",""unhappy"",""smoker"",""popcorn"",""lipstick"",""dogsled"",""mailman"",""inferno"",""stereotype""]",,"180","0","1","2018-05-25 16:55:08","17321"
"AEFQ5OD4P80M0","cs_wg_v7_pilot9","3II4UPYCOJ8PKCF6FK1RDP1YF26QD3","0","Memory","2",,"2","30","1","32077","[""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'"",""'I can't remember'""]",,"180","1","0","2018-05-25 16:55:42","17322"
"A2YM550H2AL6JO","cs_wg_v7_pilot9","39ASUFLU6X8ELFUIXT73DFFCCGZEXK","0","Memory","2",,"2","30","1","1244052","[""inferno"",""golden"",""weapon"",""filmmaker"",""mailman"",""dogsled"",""lipstick"",""smoker"",""I can't remember"",""I can't remember"",""I can't remember"",""I can't remember""]",,"180","1","0","2018-05-25 17:12:51","17323"
"A1KTPYX40PRLVW","cs_wg_v7_pilot9","30BUDKLTXDW5JWA8RNO8LWOSJIO5E2","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","29583","Poprcorn",,"180","0","0","2018-05-25 17:32:16","17324"
"A1KTPYX40PRLVW","cs_wg_v7_pilot9","30BUDKLTXDW5JWA8RNO8LWOSJIO5E2","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","20","0","22507","Weapon",,"20","0","0","2018-05-25 17:33:11","17325"
"A3VENK02U0X16N","cs_wg_v7_pilot9","3GS6S824SQY3QL25GNE01JVEH8DWNL","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","56821","Popcorn","o- 15","180","0","1","2018-05-25 17:55:43","17326"
"A3VENK02U0X16N","cs_wg_v7_pilot9","3GS6S824SQY3QL25GNE01JVEH8DWNL","0","Alphabet position of third-to-last letter.","1","[14,15,11,18,18,16,9,2,16,11,12,23]","1","26","1","17252",,"rabies

mailmen","20","0","1","2018-05-25 17:56:48","17327"
"A3FJSCZLT0F0WY","cs_wg_v7_pilot9","3GFK2QRXX9IZ0WWZCNIE72VSQN85WZ","0","Alphabet position of third letter.","0","[9,7,1,16,2,12,6,5,15,8,16,12]","0","5","1","18818","buzz",,"180","0","0","2018-05-25 17:57:50","17328"
"A3FJSCZLT0F0WY","cs_wg_v7_pilot9","3GFK2QRXX9IZ0WWZCNIE72VSQN85WZ","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","31608","stereotype",,"20","0","0","2018-05-25 17:59:06","17329"
"A3VENK02U0X16N","cs_wg_v7_pilot9","3GS6S824SQY3QL25GNE01JVEH8DWNL","0","Memory","2",,"2","30","1","14099","[""rabies"",""mailmen"",""lipstick"",""filmmaker"",""popcorn"",""smoker"",""dogsled"",""golden"",""weapon"",""I don't remember"",""I don't remember"",""I don't remember""]",,"180","0","1","2018-05-25 18:00:05","17330"
"A3FJSCZLT0F0WY","cs_wg_v7_pilot9","3GFK2QRXX9IZ0WWZCNIE72VSQN85WZ","0","Memory","2",,"2","30","1","18641","[""LIPSTICK"",""SMOKER"",""DOGSLED"",""FILMMAKER"",""GOLDEN"",""RABIES"",""UNHAPPY"",""MAILMAN"",""STEREOTYPE"",""POPCORN"",""WEAPON"",""INFERNO""]",,"180","0","0","2018-05-25 18:02:28","17331"
"A1A2XH9JVSN8Z0","cs_wg_v7_pilot9","33SA9F9TRXVZWFPSNOBHBW153GSEWU","0","Alphabet position of third letter.","0","[18,20,26,11,25,15,21,22,12,19,11,15]","0","25","1","46703","weapon","a b","180","1","0","2018-05-25 18:12:48","17332"
"A1A2XH9JVSN8Z0","cs_wg_v7_pilot9","33SA9F9TRXVZWFPSNOBHBW153GSEWU","0","Alphabet position of third-to-last letter.","1","[13,12,16,9,9,11,18,25,11,16,15,4]","1","26","1","18647","stereotype",,"20","1","0","2018-05-25 18:14:53","17333"
"A1A2XH9JVSN8Z0","cs_wg_v7_pilot9","33SA9F9TRXVZWFPSNOBHBW153GSEWU","0","Memory","2",,"2","30","1","22539","[""lipstick"",""mailman"",""rabies"",""stereotype"",""golden"",""inferno"",""popcorn"",""weapon"",""SMOKER"",""dogsled"",""filmmaker"",""unhappy""]",,"180","1","0","2018-05-25 18:18:18","17334"
