"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A4W9APAHFWVLO","cs_wg_v3_real2","3UN61F00HWQUS0FDDT88K3N9P41R55","69098","2207867","Male","752","No","I HAD MEMORIZED THE LIST OF WORDS, SO I JUST TRIED TO RUN THROUGH THEM AS QUICKLY AS POSSIBLE IN MY MIND",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:58:29","421"
"A3MXB3R0R9G9TA","cs_wg_v3_real2","3T3IWE1XG6OW11B31A16ITJI9LLTQX","59472","2232733","Male","694","No","I had been memorizing the good words in Part 1, so Part 2 was difficult to remember the 'bad' words.  In the end, I tried to maximize the bonus in Part 2 using the good words and what few bad ones I remembered.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:58:55","422"
"A1LB4EJUIYDMYJ","cs_wg_v3_real2","3QFUFYSY9YGFTR648TP4YM3CMKVF4T","43005","1694114","Male","733","No","Just flat out trying to remember. I'd type what words came to mind that then go off that.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 17:59:11","423"
"A3AJJHOAV7WIUQ","cs_wg_v3_real2","3PB5A5BD0V7IQEKILBTTJJNYE0Q7G7","185794","2245149","Female","753","No","I just tried to remember as best as I could.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:00:02","424"
"A3S1TLYMH9WWUG","cs_wg_v3_real2","37Z929RLG998EHQGTEQBDTYJR96TSM","47210","2298841","Female","754","No","I had created visual associations in my head of each word/number combination, to help me remember the combinations. I did my best to recall those word/number combinations to try and visualize the words.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:01:12","425"
"A3O676PV7LO7X0","cs_wg_v3_real2","3CTOC39K37RSHGAJTHEWGWFE6T2J7K","355593","2386810","Female","734","No","I tried to think of my answer before the timer started.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:01:21","426"
"A3LECJA9RVQQKZ","cs_wg_v3_real2","38YMOXR4MU0VJ0WDH6SJZ89QDERW6T","97793","2347904","Female","762","No","I had no strategy for Part 2. I could barely remember any words at all when asked and went completely blank at the questions. If it is a strategy, I used the same couple words over and over again to answer the 9 questions. They were the only ones I could think of.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:01:38","427"
"A2EAIMII6MSIO5","cs_wg_v3_real2","3RGU30DZTA9B2JH6XNGLZEC41IXJMV","64698","2382341","Female","626","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:01:49","428"
"AEWPAZBYA7XE","cs_wg_v3_real2","3A9AA95ATWN9GNZY014JF8NUOMDP5B","93399","2388472","Male","730","No","I tried to come up with the words with most possible point value before I continued on to the timed event.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:01:59","429"
"A2P53AN2M8IWFP","cs_wg_v3_real2","3YMU66OBIN9FJ3QUYKF5AWCSS4HHGG","49142","2426955","Male","658","No","Trying to think of applicable words in part 2 was difficult.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:02:25","430"
"A16QKM4Y78OH3F","cs_wg_v3_real2","3JMSRU9HQIVMHQPNXE6LPUIPN3DEVM","56420","2447459","Male","689","No","Trying to visualize how the words look like and remember the optical effect from them. The study was really fun and triggered my memory.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:02:31","431"
"A1CIIX0CB0GR7H","cs_wg_v3_real2","3FIJLY1B6U51IKSN6DHS1KE7DGRPFU","116902","2426317","Male","720","No","I just tried to repeat the words I remembered in my head trying to perform the task at hand.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:02:41","432"
"A3EPDU2O2JMR50","cs_wg_v3_real2","3NGI5ARFTT6AS5YFZE27CIADC68P1T","65732","2365720","Male","747","No","It was a fun survey made me think a lot.  In part 2 I had little time to respond so I couldn't take time to carefully analyze and remember all the words so I think I got comfortable picking from 5 or so and reused each one where I felt it was most appropriate.  Sometimes I used the notes but mostly I used the first word that came to mind as long as I thought it fit the criteria somewhat well.  On the final question where I had a lot more time I was able to recall most of the words, but might hav",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:03:18","433"
"ADTIO3A6TM9CG","cs_wg_v3_real2","39N5ACM9HEOSHA1A3RH0ROSWAIWP92","172799","2478520","Male","759","No","My strategy in part two was really just to put anything down so I don't run out of time",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:03:41","434"
"A3FAH5S2RGZ5AK","cs_wg_v3_real2","3YHH42UU5BGKUVYZB350HWIJ2360L6","89552","4863023","Female","579","No","No",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:03:43","435"
"A1QB42OYEG1553","cs_wg_v3_real2","3K772S5NP8CHZPU3SPPHATRGFO2HEZ","128912","2484688","Female","733","No","To try to remember as many words as I could. Unfortunately, I could only remember a few words. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:04:01","436"
"A1W67KVYI02QEZ","cs_wg_v3_real2","3WS1NTTKEYDYU3O3PS22MJDZ58FF0D","72343","2555292","Female","743","No","No strategy, just tried to remember.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:04:51","437"
"A11THU6UGG3THR","cs_wg_v3_real2","39ASUFLU6X8ELFUIXT73DFFA3ELEXP","55130","2573443","Female","752","No","I tried to think of the best word before moving to the timed page.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:05:05","438"
"AY832D29HUURG
","cs_wg_v3_real2","3R5F3LQFV2LP217MSPYKFCPZFGPOZ0","56526","2597676","Male","763","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:05:16","439"
"AELOYBHVZFDW9","cs_wg_v3_real2","308XBLVESI5WHGWME3ZLNPN1Z0NRB6","48752","2061015","Male","746","No","I thought about points then remembered the words that were worth those points",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:05:52","440"
"AG7C4X3WKKBV","cs_wg_v3_real2","30MVJZJNHMEWVZYC8ECGUS6K1JQJ9W","213213","2606722","Male","616","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:06:05","441"
"AWE9A4ZOP9LNU","cs_wg_v3_real2","3IUZPWIU1O82IFH2JAMK9RE8E9BWKY","60405","2647339","Male","720","No","VERY FUN STUDY. LOST CONCENTRATION FOR A MOMENT WHEN THE PHONE RANG. MY STRATEGY IN PART 2 WAS TO TRY TO COME UP WITH AN ANSWER BEFORE I ACTUALLY PROCEEDED TO THE PAGE WITH THE QUESTION BECAUSE THE TIMER WAS SO FAST.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:06:23","442"
"AB9QD14OABNLE","cs_wg_v3_real2","3R08VXYT7CWEN0AI0GXB5M9M8PBW7S","56498","2230922","Male","741","No","Strategy for round 2 was to try to think of the word I was going to use on the overview page so there wasn't a time constraint. Then I could just type in the word on the submission page. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:07:28","443"
"A3609GDWR2JCCA","cs_wg_v3_real2","3D3VGR7TA0GRELS9ZAKF56PPB8AR3F","450836","2758888","Female","744","No","I tried to remember the words but my short-term memory is horrible.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:08:00","444"
"A1NGABF082HR2P
","cs_wg_v3_real2","3TR2532VIPV9DGWEA794AIFIBIIJ6L","72049","2808040","Female","715","No","Part 2 was very difficult. I didn't really have a strategy. The last section of part 2 where we listed the words and values was fairly easy after learning all the values.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:09:01","445"
"A1MN2PWAV10VAB","cs_wg_v3_real2","3ZDAD0O1T1EGAYCFNOWYC1FB6O8TXU","32735","1898912","Female","720","No","Following the instructions to find the best words.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:11:35","446"
"A13M79DZ3D0ONV","cs_wg_v3_real2","3HYA4D452RK5QDRH4F6G576E26ZF2X","104510","2483771","Female","711","No","I tried to visualize the words.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:12:30","447"
"AQOXSP4W3ITSW","cs_wg_v3_real2","39DD6S19JPC3QAUXYBVOA0VLBEJZE7","80848","3026471","Male","754","No","it was difficult .. no real  strategy ( and it probably shows)",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:13:00","448"
"A35F9DZWLLHFY4","cs_wg_v3_real2","3EFVCAY5L3AWHUF23M62UWB9HD8J87","119790","2443145","Female","694","No","I didn't really have a strategy. I just put down what I could remember, which apparently, isn't a lot. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:13:09","449"
"AXR8QNGNBF1DU","cs_wg_v3_real2","39DD6S19JPC3QAUXYBVOA0VLBEJEZM","62667","2080834","Female","740","No","I thought long about the 'good' letters while answering the practice question... then listed the words I thought of when I started, then counted the best I could to pick the optimal word.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:13:24","450"
"A2ELMQQHEDABQ5","cs_wg_v3_real2","3LEIZ60CDJ0MVE3GQ0F2IMUAKH3Z9X","92784","3091721","Male","762","No","THANK YOU FOR THIS OPPORTUNITY. i REALLY ENJOYED IT. MY STRATEGY FOR THE WHOLE STUDY IS JUST BEING ALERT AND ATTENTIVE.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:13:28","451"
"A2R9OK4M877ZCC","cs_wg_v3_real2","373ERPL3YO9WD2Q3EPQ6NJTN57NTRY","146991","2552092","Male","610","No","I tried to recall all the words from the first part of the task ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:17:20","452"
"A353I1D9GT7GNC","cs_wg_v3_real2","3SLE99ER0NE5J7IDOKTY9SP08H6ZB7","102010","2877698","Male","555","No","Nice survey but the part 2 is difficult for me and i give my best responses",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:18:55","453"
"A3LC6M2EMDBBXP","cs_wg_v3_real2","3FTF2T8WLRJI1JYBFDVVJI0S3FZW94","113306","2678285","Female","753","No","Tried to remember words in my head and just pick one before the timer went out",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:19:31","454"
"AADRVG2QVZH75","cs_wg_v3_real2","37U1UTWH9VNDFIYFBRFBWNX0RU2R87","374584","3230159","Female","755","No","My strategy in part two was to think about the words and come up with an answer before clicking to begin the next segment.  This gave me a little bit more time to come up with an answer to the question that was being asked.

This is a lot of fun!!!",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:22:03","455"
"A3D95WOVC1R775","cs_wg_v3_real2","333U7HK6I9G8YPBTKUHIGOPAS45JDD","116444","2969055","Male","767","No","The survey was clear and easily understood. For part 2, my strategy was to take a moment and say each word that I could remember before I had to answer. I wrote down the words I needed to in the virtual notepad and went from memory for the rest.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:22:07","456"
"A3P74FP62XNVYI","cs_wg_v3_real2","36H9ULYP62V5W9PPB0C84OSV4HLJFO","213988","3565843","Male","729","No","I just tried to think of the word that would be worth the most points.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:22:11","457"
"A2AGQGMZVSZVUJ","cs_wg_v3_real2","3TOK3KHVJTJ6IR1G9U61OSW05MH7OU","102312","4949631","Female","640","No","none",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:22:13","458"
"A2BN1CX0PTWBXW","cs_wg_v3_real2","3W2LOLRXLBGXAJ0GKGCEMS6RMUWRKQ","81770","2919245","Male","732","No","REMEMBER THE WORDS THAT PAID LESS POINTS",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:22:23","459"
"A1JOIHJ61FFDUF","cs_wg_v3_real2","3BDCF01OGXVHRQUKJBG99OC3EHGLYP","110830","2858385","Male","741","No","NO",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:23:24","460"
"A27MJOV91GA8R3","cs_wg_v3_real2","3WLEIWSYHOIP49INZ5UG8SIRILCH2X","62730","1931893","Male","738","No","That was kind of fun.

For part 1, I came up with little tricks to help me remember the point values.
Umbrella kind of looks like the number 9
The blades of a helicopter spin in a circle like a 0
Wedding - after people get married, many times they PROCR8 - Procreate.
Phones have 0 keyboards.
traffic would be a maximum value, because traffic is a maximum amount of cars.
the letter 8 kind of looks like a ladder with only 1 rung
doorway is the doorway to maximum points - 10
etc...

For part 2, I tr",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:24:06","461"
"A1X94LTZZQMHTP","cs_wg_v3_real2","3RSDURM96AN3LKKS2PT5WTMJ5KFEYV","224316","3798503","Male","735","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:25:14","462"
"AVJUIF9QHQRY8","cs_wg_v3_real2","37UEWGM5HT9V4IEUC66WHDASDOWR1N","409425","3923880","Female","695","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:27:39","463"
"A3OB6REG5CGHK1","cs_wg_v3_real2","30LB5CDZNCB4ZKF3Q4W9PBTHHD9Z0L","143241","2176738","Male","675","No","struggling to remember the words",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:29:39","464"
"A3T1GP1D5ECT8A","cs_wg_v3_real2","3OLQQLKKNSQDQVPTGPS2M67VSG6JE6","100400","4090828","Male","628","No","MEmeory",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:30:51","465"
"A1EITLFAMKA61U","cs_wg_v3_real2","3ERMJ6L4DYTIIOG4WEROWO7VANXM7R","75848","2574391","Male","737","No","it was a difficult task that felt very long. for part 2 i started thinking about words during the question but it was still difficult to remember and analyze in my head with the short time after proceeding",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:31:57","466"
"A3HIRLDYDLBYDQ
","cs_wg_v3_real2","3U5NZHP4LR3LWGJT135S45QKTU9HPN","212593","2876494","Female","702","Yes","it was a little easier to figure out a word with the example up rather than do it with the real question that had a timer, so that's what i did after the first few questions. i couldn't remember points value of most any of the words tho.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:32:06","467"
"AGFO2XH9ZK6BE
","cs_wg_v3_real2","3DH6GAKTYYQ1WFBOYC7IH3N1TQOYZL","111692","3060977","Female","739","No","I didn't have a strategy in part 2 at all. I could barely keep up with the time constraints.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:33:13","468"
"ATOV0H5KQHI29","cs_wg_v3_real2","39K0FND3AHG01QE23H386F9LBV3MAI","83322","2316067","Female","743","No","THIS WAS FUN. jUST TRYING TO REMEMBER FROM MEMORY THE WORDS AND NUMBERS.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:34:05","469"
"A1A8OOA361RVRR","cs_wg_v3_real2","3KGTPGBS6XMU9VO7Z41FR77HCTEU2B","133978","2537602","Female","750","No","I kept repeating the words and their respective point values out loud while I was typing the answers.   This was fun to do but I'm frustrated that I didn't get that final word.  I know I will kick myself later.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:36:03","470"
"A1T3ROSW2LC4FG","cs_wg_v3_real2","3GDTJDAPVUCMI2LN6JJUAO3QL73M8E","143320","2807806","Female","745","No","Get as many points as possible.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:36:17","471"
"AL7IO193NSD5H","cs_wg_v3_real2","3907X2AHF06HHQGBII2LH1KI4CMP2A","236343","3815427","Female","738","No","I tried to remember typing the numbers with the words for the part with the points. For the first part of Part 2, I tried to remember the associations of good and bad that I made, with memorable ones being that football is bad and weddings are bad. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:36:55","472"
"A1UX9EWSK062A9","cs_wg_v3_real2","3H0W84IWBK3UOJ86OU1BOXTM2X0RE6","71641","2482429","Female","680","No","I just tried to remember every single word point value. I think I failed miserably though. This was exhausting lol.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:37:07","473"
"A1BPM1ILXOS3BF","cs_wg_v3_real2","3ZGVPD4G6TI5FTCUO6KJ9MVMEO6TZR","95262","3337275","Male","722","No","no comments. I just tried to think as fast as i could for the second part of the study.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:38:22","474"
"A3G55RJTW3BSGM","cs_wg_v3_real2","37M28K1J0QEA0I8H0KQGQNH470DAJ5","75048","2194647","Female","662","No","I just did my best to remember the words I had learned.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:38:34","475"
"A25CAT0W9W97Z8","cs_wg_v3_real2","3L4D84MILZTPA5GV6Q087948KWYJHM","62394","1914417","Male","739","No","try to write words down as fast as i could and go through which words best fit each category",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:40:42","476"
"A9GNNAGBWOFAM","cs_wg_v3_real2","3VJ40NV2QIOTGPYNMX92TOOIUK3TOP","37157","2200953","Male","710","No","Guess",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:40:49","477"
"A11S43P3WNLIZD","cs_wg_v3_real2","32SCWG5HIH55ZRZC5KEO7E1UKHOP6R","360047","4772300","Female","704","Yes","Just did my best",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:41:45","478"
"A1IQV3QUWRA8G1","cs_wg_v3_real2","3NQL1CS15R9KNV6EXFIFWXA55FIYVL","35603","2383808","Female","727","No","I just tried to remember as many of the words as possible and visualize the letters",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:46:52","479"
"A37WDOIQH6JM6V","cs_wg_v3_real2","3C44YUNSI1Q4K0ERF7M2DKBM13BPDJ","97369","2844340","Female","683","No","just to try to remember some of the word associations I made in part 1",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:47:36","480"
"AD7CUW86FWEKT","cs_wg_v3_real2","37TRT2X24QSFJSD96YQCLY1APJTJB6","69289","2798429","Male","713","No","I was mainly trying to remember the words that were given in Part 1. I didn't really have enough time to specifically go through them and fit them to each category, although I might have gotten lucky and thought of a good match a time or two. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:49:18","481"
"A3PTFE5MJV5DU1","cs_wg_v3_real2","36DSNE9QZ5ZZ2M2IA3VYRI19WICJOA","62678","2683653","Female","757","No","i JUST TRIED REMEMBERING AS MANY WORDS FROM PART ONE AS POSSIBLE",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:49:56","482"
"A2M9SHUAK34WDT","cs_wg_v3_real2","3Z7ISHFUH0WMH9K6L89OIQZZ0BLZ88","49119","1925000","Male","716","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:50:43","483"
"A2WCXJZEXXR60A","cs_wg_v3_real2","33SA9F9TRXVZWFPSNOBHBW13UCFEWW","73212","2890051","Male","716","No","I thought about the answer before advancing to the problem and put the best word that came to mind on the answer. Then I thought about other possibilities and changed if one was better. There was too little time once you start the timer.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:50:46","484"
"A2JI5RNPPXE8QE","cs_wg_v3_real2","3GD6L00D3SY472127YAFVEGI71XM1U","865655","3527251","Male","748","No","Trying my very best to remember words from Part 1, mainly the high point words then the ones that gave very low amounts of points.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:51:08","485"
"ABZ9JFOPNYTGE","cs_wg_v3_real2","3TPZPLC3M0D628CUMIGQ0BPAAQMP3L","131128","3425945","Female","736","No","WOW THIS WAS FUN!",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:51:50","486"
"A22DSLJRZUPHJO","cs_wg_v3_real2","3DEL4X4EL6MCRKB9XUJXKI7QLQQYXO","35814","1694264","Male","677","No","None",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:53:59","487"
"AEI5USUUPBU2G","cs_wg_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMWEBTZ25","64754","2292194","Female","748","No","using my memory",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:54:35","488"
"A2I3Y0L38HMQLZ","cs_wg_v3_real2","3VELCLL3GKKY1S9LLB620OW9A0LF1G","350326","3239774","Female","755","No","My strategy in part 2 was dependent on remembering the words from part 1. I did this by creating a sentence that used the words with the highest point values. So I started off real slow in the beginning until no new words showed up. The lower point words I tried to associate with something. Like ""wedding"" involves 2 people and this word had a point value of 2. ""Umbrella"" had a value of 1 and usually it is carried by only one person. ""Community"" is very large so it had the highest value, etc. I t",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 18:58:19","489"
"A2W59CL4UQ3S4S","cs_wg_v3_real2","3TMFV4NEP8FINEF1ALPHJM5HJ9HW8F","1995277","4088944","Female","727","No","Thanks for the opportunity to participate! Best of luck with your research! My strategy was to try to remember the words for part 2. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:00:33","490"
"A1QKW69GX7CZU6
","cs_wg_v3_real2","3I7DHKZYGN1XPAA4MY8E3E9QMGQF5Y","57781","2584299","Female","748","No","I didn't have a strategy, just tried to remember as much as possible.

I did have a strategy for part 1, which was to use word association and also for the point values.
",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:02:39","491"
"A177EXELDLWTWV","cs_wg_v3_real2","37W3JXSD669X2K6JNPNBIZTJCOKYWV","148455","2139595","Male","545","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:03:26","492"
"A24O8U6HKPJKVA","cs_wg_v3_real2","3A1COHJ8NJW0QOKCFM3HIJVU4L4H80","290478","3043448","Female","761","No","My strategy was to remember as much as possible.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:05:52","493"
"A21I4DTJGWJYQJ","cs_wg_v3_real2","3NPI0JQDAO6B1PAO1XMHIOT84PZTP6","454369","4392625","Male","632","No","none",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:06:59","494"
"A3TZDP077OSINB","cs_wg_v3_real2","3MMN5BL1WZ50H5FHU2OYJ7VF5LBM3M","154602","3069846","Female","723","No","No",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:08:05","495"
"A2IVR10TPRZ4WT","cs_wg_v3_real2","336YQZE83VF3VK2L8LCRY4TZJH2M5C","68928","2856341","Female","729","No","I tried to think about words before clicking to the timed screen so I would be able to have an answer in time",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:13:21","496"
"A26M997VYVK0E6","cs_wg_v3_real2","3BEFOD78W6ULZ1YLUGTHTCNLJL7M47","314758","2997576","Male","632","No","It was very difficult for me to remember the words because I tried so hard to focus on the points instead of the words in Part 1 of the study.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:13:52","497"
"AK1Y09TWU3IQ6","cs_wg_v3_real2","3LUY3GC63Z1O3RDHOUJGDS1QFS8P7Q","275737","4066939","Female","672","No","MAKE A SILLY PHRASE IS A GOOD STAEGY",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:15:08","498"
"A100Y89FZO4J0B","cs_wg_v3_real2","3M68NM076H8QB4FRICIDC919LZCR6L","373588","3073416","Female","766","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:16:14","499"
"A2IRBZJJEB9P5E","cs_wg_v3_real2","3XUHV3NRVKZH361AHOWE6ZL32V3H5Y","77574","2960187","Female","719","No","no this was however fun",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:18:24","500"
"A4GNG63HZBEJ3","cs_wg_v3_real2","37M28K1J0QEA0I8H0KQGQNH4718JAB","105942","2025006","Male","549","No","Very long, I'm sorry some of the typing was just too tedious. I understand the payment rate, but this is taking me nearly 3 hours guys lol.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:23:33","501"
"A1XB03X4J35ATE","cs_wg_v3_real2","3ZAZR5XV01JOTCAJ2KPTKCVIQ1BCZU","61657","2416150","Female","687","No","to try to use the best word to get the most points possible",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:27:46","502"
"A351P2O6QGTCS","cs_wg_v3_real2","3LRLIPTPEQA5B2EZI5QSR2HHMPDAK4","96599","3338376","Female","654","No","It was really hard to remember some of the words and I think I did pretty awful about the vowels",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:27:53","503"
"ALEE1QD4TW9G4","cs_wg_v3_real2","3NG53N1RLVKS35I0YZBMRSXLQCEP8D","89798","2851038","Female","734","No","i think typing them out was great practice to remember the words and values, I just used that and pure memory to remember the words. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:35:30","504"
"AYXIDCIGUA037","cs_wg_v3_real2","3HRMW88U16R40DGKBF6FH9X829RM0R","565528","2631040","Male","735","No","try to remember and not panic because of the timer",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:37:21","505"
"A29VL3MZE7YPBZ","cs_wg_v3_real2","32KTQ2V7RDGMW74XBBP8AKY15DLM93","70245","3103502","Female","684","No","Thanks, that last part was really hard.  I'm not good at math.  I know I screwed up most of those point values.  I'm sorry!",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:38:57","506"
"A3QZZSGDA7XX6Q","cs_wg_v3_real2","3H0W84IWBK3UOJ86OU1BOXTM2X0ERT","22952","2343694","Male","544","No","Good and nice i use to remember the words",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:39:01","507"
"A81J8KZ80P13V","cs_wg_v3_real2","3C6FJU71TQUKAGHESP8A0B8MR89YUW","150816","2720854","Female","765","No","To put down the first word I could think of at the time so time wouldn't run out on me and then go through the words quick in my head to see if I could come up with a better answer before time expired. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:52:07","508"
"8136665","cs_wg_v3_real2","3GA6AFUKOOPEPRE6358LR2NJOZCH38","33632","1978852","Female","690","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:54:54","509"
"AJD3JOWNVDZD1","cs_wg_v3_real2","3L4D84MILZTPA5GV6Q087948KV3HJN","80443","2296807","Female","755","No","NO COMMENTS.  JUST TRIED TO REMEMBER, NO STRATEGY.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 19:58:05","510"
"A10XW6SNPNQX16","cs_wg_v3_real2","320DUZ38G7NBA9LKMKIQM9S75WLJGN","33513","3660655","Female","742","No","TRYING TO THINK OF THE WORDS IN ALPHABETICAL ORDER.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:02:18","511"
"A1XDMS0KFSF5JW","cs_wg_v3_real2","3TYCR1GOTCKHWG4PFXISNVL5KBKLZG","99848","2869946","Male","706","No","I am still trying to figure out how that example word 'patch' got 7 points. In part 2, i just tried to visualize what you wanted.  I put down an initial word, then i tried to find a better one. ",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:06:16","512"
"A4IEHQI7RBRDX","cs_wg_v3_real2","3VFJCI1K4Z0S8X4XUPRZO0EYFDFRGN","150462","3136459","Male","731","No","No. I tried to think of the best words that came to mind.",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:14:12","513"
"A3UVW94KB9UBAJ","cs_wg_v3_real2","32VNZTT0A75CWHBDZOPYFBHVP86R40","31900","3241673","Female","563","No","Try to remember as many words as possible.

Thanks for letting me participate!",NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:16:52","514"
"A32ES5EUTQUQVN","cs_wg_v3_real2","39GHHAVOMFSVYTS0RJGPDKV4FRCJ40","759441","3565975","Female","745","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2017-03-27 20:17:21","515"
